id,name,comment,time
153,Grab,Author  Hi Azim. Grab and Samsung Malaysia is giving away 10 unit of Samsung Galaxy S8. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Azim. Grab and Samsung Malaysia is giving away 10 unit of Samsung Galaxy S8. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Azim. Grab and Samsung Malaysia is giving away 10 unit of Samsung Galaxy S8. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. Kindly visit for more information. Thank you Grab a FREE Brand New Samsung Galaxy S8! | Grab Malaysia  1 1  1 · Like · ·,2017-05-12T02:34:03Z
154,Azim Rahim Lajis,Grab Cool! Thanks Grab. 15 units is great! :) Grab Cool! Thanks Grab. 15 units is great! :) Cool! Thanks Grab. 15 units is great! :) :) :) 2 2  2 · Like · ·,2017-05-12T02:50:56Z
155,Dee Mei,meaning 10 not 15 units meaning 10 not 15 units meaning 10 not 15 units 5 5  5 · Like · ·,2017-05-12T06:10:52Z
156,Grab,"Author  Hi Deems. Yes, you are right. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. Hi Deems. Yes, you are right. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. Hi Deems. Yes, you are right. There will be 5 unit of Samsung Galaxy S8 and 5 unit of Samsung Galaxy S8+ to win. 2 2  2 · Like · ·",2017-05-12T06:13:50Z
157,Azim Rahim Lajis,"Ouh right, thanks for clarifying! :) Ouh right, thanks for clarifying! :) Ouh right, thanks for clarifying! :) :) :) · Like · ·",2017-05-12T07:03:59Z
158,Melvin Tan,Winson Lee its.time ... Winson Lee its.time ... its.time ... · Like · ·,2017-05-14T05:32:13Z
159,Muhammad Talal,Tayyaba only grab for this time period ;-) Tayyaba only grab for this time period ;-) only grab for this time period ;-) ;-) ;-) 2 2  2 · Like · ·,2017-05-12T01:14:00Z
160,Tayyaba Shabbir,Yaas lets grab 😎 Yaas lets grab 😎 Yaas lets grab 😎 😎 😎 · Like · ·,2017-05-12T01:15:54Z
161,Ahmad Fahmi,Jom2. Jom2. Jom2. · Like · ·,2017-05-13T12:12:28Z
162,Low Pooi San,Any winners here?? 😊 Any winners here?? 😊 Any winners here?? 😊 😊 😊 · Like · · ·,2017-05-22T06:03:21Z
163,Dimple Chhatbar,Please advice. Please advice. Please advice. 1 1  1 · Like · ·,2017-05-19T10:11:59Z
164,Grab,Author  Hi Dimple!We have PM you. Kindly check. Hi Dimple!We have PM you. Kindly check. Hi Dimple! We have PM you. Kindly check. 2 2  2 · Like · ·,2017-05-19T10:20:47Z
165,Michelle Electra Lee,Why always only for grabpay ??? Lol sad. Paying cash also pay what.. 😒 Why always only for grabpay ??? Lol sad. Paying cash also pay what.. 😒 Why always only for grabpay ??? Lol sad. Paying cash also pay what.. 😒 😒 😒 1 1  1 · Like · ·,2017-05-16T11:24:53Z
166,Javen Sum Kin Wai,XyNia Lth Faye Yin Carmen YW lets apply this when take grab 😂😂 XyNia Lth Faye Yin Carmen YW lets apply this when take grab 😂😂   lets apply this when take grab 😂😂 😂 😂 😂 😂 · Like · ·,2017-05-12T15:31:10Z
167,Khidir Nasir,For driver dont have? For driver dont have? For driver dont have? · Like · · ·,2017-05-18T15:08:40Z
168,Grab,"Author  Khidir Nasir. This is a “Zero Value Promotion”, which means it is NOT a free ride and normal Grab fares still apply. Thank you Khidir Nasir. This is a “Zero Value Promotion”, which means it is NOT a free ride and normal Grab fares still apply. Thank you Khidir Nasir. This is a “Zero Value Promotion”, which means it is NOT a free ride and normal Grab fares still apply. Thank you 1 1  1 · Like · ·",2017-05-18T15:13:28Z
169,Ying Qi Chuah,Omg Yew Keong Omg Yew Keong Omg 1 1  1 · Like · ·,2017-05-12T10:47:08Z
170,Joey Leong,Ying Yi I want Ying Yi I want I want 1 1  1 · Like · ·,2017-05-12T05:44:41Z
171,Low Pooi San,"Hi grad,when will announces the result ya? Hi grad,when will announces the result ya? Hi grad,when will announces the result ya? · Like · ·",2017-05-22T04:00:00Z
172,Grab,Author  Hi Low. Winners will be receiving a call/SMS from Grab on 22/05/2017. Goodluck :) Hi Low. Winners will be receiving a call/SMS from Grab on 22/05/2017. Goodluck :) Hi Low. Winners will be receiving a call/SMS from Grab on 22/05/2017. Goodluck :) :) :) · Like · ·,2017-05-22T04:03:40Z
173,Nor Hafiz Ghani,im so sad that im not selected. but im satisfied that ive done my best to try. im so sad that im not selected. but im satisfied that ive done my best to try. im so sad that im not selected. but im satisfied that ive done my best to try. · Like · ·,2017-05-22T08:09:55Z
174,Low Pooi San,"Hi Grab,i am using grabpay this morning but had been declined,can i know why?this is the only credit card that i have...... Hi Grab,i am using grabpay this morning but had been declined,can i know why?this is the only credit card that i have...... Hi Grab,i am using grabpay this morning but had been declined,can i know why?this is the only credit card that i have...... 1 1  1 · Like · ·",2017-05-15T03:24:01Z
175,Grab,"Author  Hi, Pooi San - could you please PM us your number so we can check? Hi, Pooi San - could you please PM us your number so we can check? Hi, Pooi San - could you please PM us your number so we can check? 2 2  2 · Like · ·",2017-05-15T03:29:57Z
176,Sum Loong,Winning by most grab rides. Does that mean the winner is select based on the highest number of rides during this period? Winner not choose randomly? Winning by most grab rides. Does that mean the winner is select based on the highest number of rides during this period? Winner not choose randomly? Winning by most grab rides. Does that mean the winner is select based on the highest number of rides during this period? Winner not choose randomly? 1 1  1 · Like · ·,2017-05-16T14:15:52Z
177,Grab,"Author  Hi Sum. The more rides you book using this promo code, the higher your chance to bringing home this phone. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Sum. The more rides you book using this promo code, the higher your chance to bringing home this phone. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Sum. The more rides you book using this promo code, the higher your chance to bringing home this phone. Kindly visit for more information. Thank you Grab a FREE Brand New Samsung Galaxy S8! | Grab Malaysia  1 1  1 · Like · ·",2017-05-16T14:17:41Z
178,Totok Mujiantoro,Waiting information winers Waiting information winers Waiting information winers · Like · ·,2017-05-22T00:36:21Z
179,Uchinaru Pawa Uchinaru,Why cannot use cash Why cannot use cash Why cannot use cash · Like · ·,2017-05-13T11:05:35Z
180,Grab,"Author  Hi Uchinaru, Please be informed that for this promo you need to use a credit card. Also, kindly be informed that this is a zero value promo and you still have to pay full fare to the driver. Hi Uchinaru, Please be informed that for this promo you need to use a credit card. Also, kindly be informed that this is a zero value promo and you still have to pay full fare to the driver. Hi Uchinaru, Please be informed that for this promo you need to use a credit card. Also, kindly be informed that this is a zero value promo and you still have to pay full fare to the driver. 1 1  1 · Like · ·",2017-05-13T16:27:15Z
181,Hugo Loke,Would u reward ur drivers as well? Would u reward ur drivers as well? Would u reward ur drivers as well? · Like · ·,2017-05-12T04:22:16Z
182,Grab,"Author  Hi Hugo Loke. Kindly be informed that this is a “Zero Value Promotion”, which means it is not a free ride and normal Grab fares still apply. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Hugo Loke. Kindly be informed that this is a “Zero Value Promotion”, which means it is not a free ride and normal Grab fares still apply. Kindly visit http://grb.to/2grabs8 for more information. Thank you Hi Hugo Loke. Kindly be informed that this is a “Zero Value Promotion”, which means it is not a free ride and normal Grab fares still apply. Kindly visit for more information. Thank you Grab a FREE Brand New Samsung Galaxy S8! | Grab Malaysia  1 1  1 · Like · ·",2017-05-12T04:26:42Z
183,Silka Yosa,T&C said grabhitch included but why promocode can't be applied when i book hitch? T&C said grabhitch included but why promocode can't be applied when i book hitch? T&C said grabhitch included but why promocode can't be applied when i book hitch? 2 2  2 · Like · ·,2017-05-17T15:14:51Z
184,Grab,Author  Hi Silka Yosa. Could you PM us with your contact number so that we could check on this accordingly? Thank you Hi Silka Yosa. Could you PM us with your contact number so that we could check on this accordingly? Thank you Hi Silka Yosa. Could you PM us with your contact number so that we could check on this accordingly? Thank you 1 1  1 · Like · ·,2017-05-17T15:18:31Z
185,Joekuty Kl,Pm me please Pm me please Pm me please · Like · ·,2017-05-13T19:48:18Z
186,Grab,"Author  Hi there, we have PM as per your request. Thank you. Hi there, we have PM as per your request. Thank you. Hi there, we have PM as per your request. Thank you. 1 1  1 · Like · ·",2017-05-13T19:51:14Z
187,Tzyy Long,Wei Wei wow! Wei Wei wow! wow! · Like · ·,2017-05-11T16:50:22Z
188,Jonathan Chua Chan Yong,10unit S8 each States or 17 States only giving 10 S8? 10unit S8 each States or 17 States only giving 10 S8? 10unit S8 each States or 17 States only giving 10 S8? 1 1  1 · Like · ·,2017-05-20T02:00:32Z
189,Rachel Yee,Andrew Ng another option 😂 Andrew Ng another option 😂 another option 😂 😂 😂 · Like · ·,2017-05-12T07:16:23Z
190,Mohd Fitri,Gosh Gosh Gosh · Like · ·,2017-05-11T16:37:23Z
191,Syed Amran Syed Ariffin,finally! finally! finally! 1 1  1 · Like · ·,2017-05-14T12:56:28Z
192,Adrinna Ali,yeahhhh ... i want 😁 yeahhhh ... i want 😁 yeahhhh ... i want 😁 😁 😁 2 2  2 · Like · ·,2017-05-12T00:29:07Z
193,Rahim Yusof,Hi Grab..are you sure I'm not one of the winner? just want to confirm..hihi Hi Grab..are you sure I'm not one of the winner? just want to confirm..hihi Hi Grab..are you sure I'm not one of the winner? just want to confirm..hihi · Like · ·,2017-05-24T02:17:02Z
194,Ryena Bam,"Can you also reward the drivers with most trips with free samsung S8 too. Partner happy, company making money. Can you also reward the drivers with most trips with free samsung S8 too. Partner happy, company making money. Can you also reward the drivers with most trips with free samsung S8 too. Partner happy, company making money. 1 1  1 · Like · ·",2017-05-18T00:50:39Z
195,Kelly Tan,"If i use other promo code, then i cant use this promo code, right? If i use other promo code, then i cant use this promo code, right? If i use other promo code, then i cant use this promo code, right? 1 1  1 · Like · ·",2017-05-13T08:07:17Z
196,John Johny,Yes cannot Yes cannot Yes cannot · Like · ·,2017-05-16T22:21:55Z
197,Adha Adha,· Like · ·,2017-05-17T04:19:10Z
198,Nas Buddy,Pm me how? Pm me how? Pm me how? · Like · ·,2017-05-14T08:47:15Z
199,Mufeez Ul Haque,Can we get the winner list of this promo????? Can we get the winner list of this promo????? Can we get the winner list of this promo????? · Like · · ·,2017-05-22T02:07:33Z
200,Grab,Author  Hi Mufeez. Winners will be receiving a call/SMS from Grab on 22/05/2017. Thank you Hi Mufeez. Winners will be receiving a call/SMS from Grab on 22/05/2017. Thank you Hi Mufeez. Winners will be receiving a call/SMS from Grab on 22/05/2017. Thank you · Like · ·,2017-05-22T02:14:44Z
201,Nor Ain Rawi,"La Tahzan Farah Amanina Tykah Osman Masyie Abu hahah sedangkan beza rm1 pun berkira..cuba lah, mana tahu merasa phone baru La Tahzan Farah Amanina Tykah Osman Masyie Abu hahah sedangkan beza rm1 pun berkira..cuba lah, mana tahu merasa phone baru    hahah sedangkan beza rm1 pun berkira..cuba lah, mana tahu merasa phone baru 1 1  1 · Like · ·",2017-05-11T22:19:48Z
